DARTH SIDIOUS	the end of the war is near general and i promise you victory is assured
GENERAL GRIEVOUS	but the loss of count dooku
DARTH SIDIOUS	his death was a necessary loss which will ensure our victory soon i will have a new apprentice   one far younger and more powerful than lord tyranus
===	===
ANAKIN	  every second i was thinking of you protecting the endless nameless outer rim settlements became a torture   the battles were easy the longing became unbearable   i are never been so happy as i am at this moment
PADME	annie i want to have our baby back home on naboo we could go to the lake country where no one would know   where we would be safe i could go earlyand fix up the baby will room i know the perfect spot right by the gardens
ANAKIN	you are so beautiful
PADME	it will only because ilet us so in love  
ANAKIN	no it will because ilet us so in love with you
PADME	so love has blinded you
ANAKIN	well that will not exactly what i meant  
PADME	but it will probably true
ANAKIN	i havecan not laughed in so long  
PADME	neither have i
===	===
PADME	anakin help me help anakin anakin i love you i love you
===	===
PADME	anakin
===	===
PADME	what will bothering you
ANAKIN	nothing   i remember when i gave this to you
PADME	anakin how long is it going to take for us to be honest with each other
ANAKIN	it was a dream
PADME	bad
ANAKIN	like the ones i used to have about my mother just before she died
PADME	and
ANAKIN	it was about you
PADME	tell me
ANAKIN	it was only a dream you die in childbirth  
PADME	and the baby
ANAKIN	i docan not know
PADME	it was only a dream
ANAKIN	  i will not let this one become real padme
PADME	anakin this baby will change our lives i doubt the queen will continue to allow me to serve in the senate and if the council discovers you are the father you will be expelled from the jedi order
ANAKIN	i know бн
PADME	anakin do you think obiwan might be able to help us
ANAKIN	have you told him anything
PADME	no but he will your mentor your best friend   he must suspect something
ANAKIN	he will been a father to me but he will still on the council docan not tell him anything
PADME	i will not anakin
ANAKIN	i docan not need his help   our baby is a blessing not a problem
===	===
YODA	premonitions   premonitions   hmmmm   these visions you have  
ANAKIN	they are of pain suffering death  
YODA	yourself you speak of or someone you know
ANAKIN	someone  
YODA	  close to you
ANAKIN	yes
YODA	careful you must be when sensing the future anakin the fear of loss is a path to the dark side
ANAKIN	i will not let these visions come true master yoda
YODA	death is a natural part of life rejoice for those around you who transform into the force mourn them do not miss them do not attachment leads to jealousy the shadow of greed that is
ANAKIN	what must i do master yoda
YODA	train yourself to let go of everything you fear to lose
===	===
OBI-WAN	you missed the report on the outer rim sieges
ANAKIN	ilet us sorry i was held up i have no excuse
OBI-WAN	in short they are going very well saleucami has fallen and master vos has moved his troops to boz pity
ANAKIN	what will wrong then
OBI-WAN	the senate is expected to vote more executive powers to the chancellor today
ANAKIN	well that can only mean less deliberating and more action is that bad it will make it easier for us to end this war
OBI-WAN	anakin be careful of your friend palpatine
ANAKIN	be careful of what
OBI-WAN	he has requested your presence
ANAKIN	what for
OBI-WAN	he would not say
ANAKIN	he didcan not inform the jedi council that will unusual iscan not it
OBI-WAN	all of this is unusual and it will making me feel uneasy you am probably aware that relations between the council and the chancellor are stressed
ANAKIN	i know the council has grown wary of the chancellor will power mine also for that matter arecan not we all working together to save the republic why all this distrust
OBI-WAN	the force grows dark anakin and we are all affected by it be wary of your feelings
===	===
DARTH SIDIOUS	anakin this afternoon the senate is going to call on me to take direct control of the jedi council
ANAKIN	the jedi will no longer report to the senate
DARTH SIDIOUS	they will report to me   personally the senate is too unfocused to conduct a war this will bring a quick end to things
ANAKIN	i agree but the jedi council may not see it that way
DARTH SIDIOUS	there are times when we must all endure adjustments to the constitution in the name of security
ANAKIN	with all due respect sir the council is in no mood for more constitutional amendments
DARTH SIDIOUS	thank you my friend but in this case i have no choice   this war must be won
ANAKIN	everyone will agree on that
DARTH SIDIOUS	anakin i are known you since you were a small boy i have advised you over the years when i could   i am very proud of your accomplishments you have won many battles the jedi council thought were lost   and you saved my life i hope you trust me anakin
ANAKIN	of course
DARTH SIDIOUS	i need your help son
ANAKIN	what do you mean
DARTH SIDIOUS	i fear the jedi the council keeps pushing for more control they am shrouded in secrecy and obsessed with maintaining their autonomy   ideals i find simply incomprehensible in a democracy
ANAKIN	i can assure you that the jedi are dedicated to the values of the republic sir
DARTH SIDIOUS	nevertheless their actions will speak more loudly than their words ilet us depending on you
ANAKIN	for what i docan not understand
DARTH SIDIOUS	to be the eyes ears and voice of the republic   anakin   ilet us appointing you to be my personal representative on the jedi council
ANAKIN	me a master i am overwhelmed sir but the council elects its own members they will never accept this
DARTH SIDIOUS	i think they will   they need you more than you know
===	===
BAIL ORGANA	now that he has control of the jedi council the chancellor has appointed governors to oversee all star systems in the republic
FANG ZAR	when did this happen
BAIL ORGANA	the decree was posted this morning
PADME	do you think he will dismantle the senate
MON MOTHMA	why bother as a practical matter the senate no longer exists
GIDDEAN DANU	the constitution is in shreds amendment after amendment   executive directives sometimes a dozen in one day
BAIL ORGANA	we  had let a thousand years of democracy disappear without a fight
TERR TANEEL	what are you suggesting
BAIL ORGANA	i apologize i didcan not mean to sound like a separatist
MON MOTHMA	we are not separatists trying to leave the republic we are loyalists trying to preserve democracy in the republic
BAIL ORGANA	it has become increasingly clear to many of us that the chancellor has become an enemy of democracy
PADME	i  had believe it has come to this chancellor palpatine is one of my oldest advisors he served as my ambassador when i was queen
GIDDEAN DANU	senator i fear you underestimate the amount of corruption that has taken hold in the senate
MON MOTHMA	the chancellor has played the senators well they know where the power lies and they will do whatever it takes to share in it palpatine has become a dictator and we have helped him to do it
BAIL ORGANA	we  had sit around debating any longer we have decided to do what we can to stop it senator mon mothma and i are putting together an organization  
PADME	say no more senator organa i understand at this point it will better to leave some things unsaid
BAIL ORGANA	yes i agree and we must not discuss this with anyone without everyone in this group agreeing
MON MOTHMA	that means those closest to you   even family   no one can be told
PADME	agreed
===	===
MACE	anakin skywalker we have approved your appointment to the council as the chancellor will personal representative
ANAKIN	i will do my best to uphold the principles of the jedi order
YODA	allow this appointment lightly the council does not disturbing is this move by chancellor palpatine
ANAKIN	i understand
MACE	you are on this council but we do not grant you the rank of master
ANAKIN	what  how can you do this this is outrageous it will unfair   ilet us more powerful than any of you how can you be on the council and not be a master
MACE	take a seat young skywalker
ANAKIN	forgive me master
KI-ADI-MUNDI	we have surveyed all systems in the republic and have found no sign of general grievous
YODA	hiding in the outer rim grievous is the outlying systems you must sweep
OBI-WAN	it may take some time   we do not have many ships to spare
MACE	we cannot take ships from the front line
OBI-WAN	and yet it would be fatal for us to allow the droid armies to regroup
YODA	master kenobi our spies contact you must and then wait
KI-ADI-MUNDI	what about the droid attack on the wookiees
MACE	it is critical we send an attack group there immediately
OBI-WAN	he will right that is a system we cannot afford to lose it will the main navigation route for the southwestern quadrant
ANAKIN	i know that system well it would take us little time to drive the droids off that planet
MACE	skywalker your assignment is here with the chancellor and kenobi must find general grievous
YODA	go i will good relations with the wookiees i have
MACE	it is settled then yoda will take a battalion of clones to reinforce the wookiees on kashyyyk may the force be with us all
===	===
ANAKIN	what kind of nonsense is this put me on the council and not make me a master that will never been done in the history of the jedi it will insulting
OBI-WAN	calm down anakin you have been given a great honor to be on the council at your age   it will never happened before listen to me anakin the fact of the matter is you am too close to the chancellor the council doescan not like it when he interferes in jedi affairs
ANAKIN	i swear to you i didcan not ask to be put on the council  
OBI-WAN	but it will what you wanted your friendship with chancellor palpatine seems to have paid off
ANAKIN	that has nothing to do with this
OBI-WAN	anakin regardless of how it happened you find yourself in a delicate situation
ANAKIN	you mean divided loyalties
OBI-WAN	i warned you there was tension between the council and the chancellor i was very clear why didcan not you listen you walked right into it
ANAKIN	the council is upset ilet us the youngest to ever serve
OBI-WAN	no it is not anakin i worry when you speak of jealousy and pride those are not jedi thoughts they am dangerous dark thoughts
ANAKIN	master you of all people should have confidence in my abilities i know where my loyalties lie
OBI-WAN	i hope so  
ANAKIN	i sense there will more to this talk than you am saying
OBI-WAN	anakin the only reason the council has approved your appointment is because the chancellor trusts you
ANAKIN	and
OBI-WAN	anakin look i am on your side i didcan not want to see you put in this situation
ANAKIN	what situation
OBI-WAN	the council wants you to report on all of the chancellor will dealings they want to know what he will up to
ANAKIN	they want me to spy on the chancellor that will treason
OBI-WAN	we are at war anakin the jedi council is sworn to uphold the principles of the republic even if the chancellor does not
ANAKIN	why didcan not the council give me this assignment when we were in session
OBI-WAN	this assignment is not to be on record the council asked me to approach you on this personally
ANAKIN	the chancellor is not a bad man obiwan he befriended me he will watched out for me ever since i arrived here
OBI-WAN	that is why you must help us anakin our allegiance is to the senate not to its leader who has managed to stay in office long after his term has expired
ANAKIN	master the senate demanded that he stay longer
OBI-WAN	yes but use your feelings anakin something is out of place
ANAKIN	you am asking me to do something against the jedi code against the republic against a mentor   and a friend that will what will out of place here why are you asking this of me
OBI-WAN	the council is asking you
===	===
OBI-WAN	anakin did not take to his assignment with much enthusiasm
YODA	too much under the sway of the chancellor he is much anger there is in him too much pride in his powers
MACE	it will very dangerous putting them together i docan not think the boy can handle it i docan not trust him
OBI-WAN	he have be all right i trust him with my life
MACE	i wish i did
OBI-WAN	with all due respect master is he not the chosen one is he not to destroy the sith and bring balance to the force
MACE	so the prophecy says
YODA	a prophecy   that misread could have been
OBI-WAN	he will not let me down he never has
YODA	i hope right you are and now destroy the droid armies on kashyyyk i will may the force be with you
===	===
PADME	thank you captain
CAPTAIN TYPHO	rest well my lady
PADME	i have be up in a while
MOTEE	yes my lady
C-3PO	is there anything i might do for you my lady
PADME	yes make sure all the security droids are working thank you threepio
ANAKIN	beautiful iscan not it
PADME	you startled me
ANAKIN	how are you feeling
PADME	he keeps kicking
ANAKIN	he why do you think it will a boy
PADME	my motherly intuition
ANAKIN	whoa with a kick that strong it will got to be a girl
PADME	i heard about your appointment anakin ilet us so proud of you
ANAKIN	i may be on the council but   they refused to accept me as a jedi master
PADME	patience in time they will recognize your skills
ANAKIN	they still treat me as if i were a padawan learner  they fear my power that will the problem
PADME	anakin  
ANAKIN	sometimes i wonder what will happening to the jedi order   i think this war is destroying the principles of the republic
PADME	have you ever considered that we may be on the wrong side
ANAKIN	what do you mean
PADME	what if the democracy we thought we were serving no longer exists and the republic has become the very evil we have been fighting to destroy
ANAKIN	i docan not believe that and you am sounding like a separatist
PADME	anakin this war represents a failure to listen   now you am closer to the chancellor than anyone please please ask him to stop the fighting and let diplomacy resume
ANAKIN	docan not ask me to do that padme make a motion in the senate where that kind of a request belongs ilet us not your errand boy ilet us not anyone will errand boy
PADME	what is it
ANAKIN	nothing
PADME	docan not do this   docan not shut me out let me help you
ANAKIN	you  had help me   ilet us trying to help you i sense   there are things you are not telling me
PADME	i sense there are things you are not telling me hold me   like you did by the lake on naboo so long ago   when there was nothing but our love   no politics no plotting   no war
===	===
ANAKIN	you wanted to see me chancellor
DARTH SIDIOUS	yes anakin come closer i have good news our clone intelligence units have discovered the location of general grievous he is hiding in the utapau system
ANAKIN	at last we have be able to capture that monster and end this war
DARTH SIDIOUS	i would worry about the collective wisdom of the council if they didcan not select you for this assignment you are the best choice by far бн but they  had always be trusted to do the right thing
ANAKIN	they try
DARTH SIDIOUS	sit down  leave us anakin you know ilet us not able to rely on the jedi council if they havecan not included you in their plot they soon will
ANAKIN	ilet us not sure i understand
DARTH SIDIOUS	you must sense what i have come to suspect   the jedi council want control of the republic   they am planning to betray me
ANAKIN	i docan not think  
DARTH SIDIOUS	anakin search your feelings you know docan not you
ANAKIN	i know they docan not trust you  
DARTH SIDIOUS	or the senate   or the republic   or democracy for that matter
ANAKIN	i have to admit my trust in them has been shaken
DARTH SIDIOUS	why they asked you to do something that made you feel dishonest didcan not they they asked you to spy on me didcan not they
ANAKIN	i docan not know   i docan not know what to say
DARTH SIDIOUS	remember back to your early teachings anakin  all those who gain power are afraid to lose it  even the jedi
ANAKIN	the jedi use their power for good
DARTH SIDIOUS	good is a point of view anakin and the jedi point of view is not the only valid one the dark lords of the sith believe in security and justice also yet they are considered by the jedi to be 
ANAKIN	  evil
DARTH SIDIOUS	  from a jedi will point of view the sith and the jedi are similar in almost every way including their quest for greater power the difference between the two is the sith are not afraid of the dark side of the force that is why they are more powerful
ANAKIN	the sith rely on their passion for their strength they think inward only about themselves
DARTH SIDIOUS	and the jedi docan not
ANAKIN	the jedi are selfless   they only care about others
DARTH SIDIOUS	or so you are been trained to believe why is it then that they have asked you to do something you feel is wrong
ANAKIN	ilet us not sure it will wrong
DARTH SIDIOUS	have they asked you to betray the jedi code the constitution a friendship your own values think consider their motives keep your mind clear of assumptions the fear of losing power is a weakness of both the jedi and the sith did you ever hear the tragedy of darth plagueis  the wise 
ANAKIN	no
DARTH SIDIOUS	i thought not it will not a story the jedi would tell you it will a sith legend darth plagueis was a dark lord of the sith so powerful and so wise he could use the force to influence the midichlorians to create life   he had such a knowledge of the dark side that he could even keep the ones he cared about from dying
ANAKIN	he could actually save people from death
DARTH SIDIOUS	the dark side of the force is a pathway to many abilities some consider to be unnatural
ANAKIN	what happened to him
DARTH SIDIOUS	he became so powerful   the only thing he was afraid of was losing his power which eventually of course he did unfortunately he taught his apprentice everything he knew then his apprentice killed him in his sleep  plagueis never saw it coming it will ironic he could save others from death but not himself
ANAKIN	is it possible to learn this power
DARTH SIDIOUS	not from a jedi
===	===
KI-ADI-MUNDI	palpatine thinks general grievous is on utapau we have had no reports of this from our agents
MACE	how could the chancellor have come by this information and we know nothing about it we have had contact with baron papanoida and he said no one was there
ANAKIN	a partial message was intercepted in a diplomatic packet from the chairman of utapau
YODA	act on this we must the capture of general grievous will end this war quickly and decisively we should proceed
OBI-WAN	does everyone agree
ANAKIN	the chancellor has requested that i lead the campaign
MACE	the council will make up its own mind who is to go not the chancellor
KI-ADI-MUNDI	yes this decision is ours to make
YODA	a master is needed with more experience
MACE	given our resources i recommend we send only one jedi   master kenobi
