ANAKIN	Stay on my wing . . . the General's Command Ship is dead ahead. Easy . . . pull up ... Head for the hangar.
OBI-WAN	Have you noticed the shields are still up?
ANAKIN	Oh?!? Sorry, Master.
===	===
OBI-WAN	Artoo, locate the Chancellor.
ANAKIN	Tap into the ship's computers.
OBI-WAN	The Chancellor's signal is coming from right there. The observation platform at the top of that spire.
ANAKIN	I sense Count Dooku . . .
OBI-WAN	I sense a trap.
ANAKIN	Next move?
OBI-WAN	Spring the trap.
ANAKIN	Artoo, go back. I need you to stay with the ship.
===	===
OBI-WAN	We are here to relieve you of Chancellor Palpatine, not join him. Anakin. . .
ANAKIN	Ready.
===	===
OBI-WAN	. . . fuel. The slightest charge from our sabers will send this ship into oblivion. That's why they've stopped shooting.
ANAKIN	Well then, we're safe for the time being.
OBI-WAN	Your idea of safe is not the same as mine.
ANAKIN	They're sealing this section off.
OBI-WAN	Six droids coming our way!
ANAKIN	Keep moving. There must be vents . . . This way.
OBI-WAN	We'll never get through that. It's too small!
ANAKIN	I found our escape vent.
OBI-WAN	Anakin, this is no time for jokes. We're in serious trouble here.
ANAKIN	Only in your mind. My Master. Look, no structure. . . .
===	===
OBI-WAN	That won't hold when the fuel hits those power dischargers.
ANAKIN	The blast will break the hull. This side's pressurized.
===	===
OBI-WAN	Did you press the stop button?
ANAKIN	No, did you?
OBI-WAN	No!
ANAKIN	Well, there's more than one way out of here.
===	===
OBI-WAN	Well, Artoo has been . . .
ANAKIN	No loose wire jokes . . . He's doing the best he can.
OBI-WAN	Did I say anything?
ANAKIN	He's trying!
===	===
OBI-WAN	Chancellor.
ANAKIN	Are you all right?
OBI-WAN	This time we will do it together.
ANAKIN	I was about to say that.
COUNT DOOKU	I've been looking forward to this.
ANAKIN	My powers have doubled since the last time we met, Count.
===	===
DARTH SIDIOUS	Good, Anakin, good. I knew you could do it. Kill him. Kill him now!
ANAKIN	I shouldn't . . .
DARTH SIDIOUS	Do it!!
ANAKIN	... I couldn't stop myself.
DARTH SIDIOUS	You did well, Anakin. He was too dangerous to be kept alive.
ANAKIN	Yes, but he was an unarmed prisoner. I shouldn't have done that, Chancellor. It's not the Jedi way.
DARTH SIDIOUS	It is only natural. He cut off your arm, and you wanted revenge. It wasn't the first time, Anakin. Remember what you told me about your mother and the Sand People. Now, we must leave before more security droids arrive. Anakin, there is no time. We must get off the ship before it's too late.
ANAKIN	He seems to be all right. No broken bones, breathing's all right.
DARTH SIDIOUS	Leave him, or we'll never make it.
ANAKIN	His fate will be the same as ours.
===	===
OBI-WAN	What is that? Oops.
ANAKIN	Artoo, Artoo, shut down the elevator!
===	===
OBI-WAN	Let's see if we can find something in the hangar bay that's still flyable. Come on.
ANAKIN	Artoo, get down here. Artoo, do you copy?
===	===
OBI-WAN	None of those ships will get us anywhere.
ANAKIN	I agree.
DARTH SIDIOUS	What are we going to do?
ANAKIN	I don't know.
OBI-WAN	Don't look at me. I don't know.
ANAKIN	Here, Chancellor, lock this around your waist, and hold on.
===	===
OBI-WAN	Wait a minute, how'd this happen! We're smarter than this.
ANAKIN	Apparently not, Master. This is the oldest trap in the book . . . Well ... I was distracted.
OBI-WAN	Oh, so all of a sudden it's my fault.
ANAKIN	You're the Master. I'm just a hero.
DARTH SIDIOUS	Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise, we can negotiate our release.
ANAKIN	I say . . . patience.
OBI-WAN	Patience! That's your plan, is it?
ANAKIN	Yes, Artoo will be along in a few moments and he'll release the ray shields . . . See! No problem.
===	===
GENERAL GRIEVOUS	And Anakin Skywalker ... I was expecting someone with your reputation to be a little older.
ANAKIN	General Grievous . . . Supreme Commander of the Droid Armies. You're shorter than I expected.
OBI-WAN	Not this time. And this time you won't escape.
ANAKIN	Artoo.
===	===
OBI-WAN	Grievous. Can you fly a cruiser like this?
ANAKIN	You mean, do I know how to land what's left of this thing?
OBI-WAN	Well?
ANAKIN	Under the circumstances, I'd say the ability to pilot this thing is irrelevant. Strap yourselves in.
OBI-WAN	Steady . . . Attitude . . . eighteen degrees.
ANAKIN	Pressure rising. We've got to slow this wreck down. Open all hatches, extend all flaps, and drag fins.
OBI-WAN	Temp steady. Hatches open, flaps extended, drag fins . . .
ANAKIN	We lost something.
OBI-WAN	Not to worry, we're still flying half the ship.
ANAKIN	Now we're really picking up speed . . . I'm going to shift a few degrees and see if I can slow us down.
OBI-WAN	Careful . . . we're heating up-twelve thousand . . . thirteen thousand . . .
ANAKIN	What's our speed?
OBI-WAN	Eight plus sixty-forty. Eight plus sixty-twenty. Eight plus sixty. Temp ten thousand, nine thousand . . . we're in the atmosphere . . .
ANAKIN	Grab that . . . Keep us level.
OBI-WAN	Steady. Steady.
ANAKIN	Easy, Artoo. Hang on, this may get a little rough. We lost our heat shields.
OBI-WAN	Copy that. Landing strip's straight ahead.
ANAKIN	We're coming in too hot.
===	===
OBI-WAN	Oh no. I'm not brave enough for politics. I have to report to the Council. Besides, someone needs to be the poster boy.
ANAKIN	Hold on, this whole operation was your idea. You planned it. You led the rescue operation. You have to be the one to take the bows this time.
OBI-WAN	Sorry, old friend. Let us not forget that you rescued me from the Buzz Droids. And you killed Count Dooku. And you rescued the Chancellor, carrying me unconscious on your back, and you managed to land that bucket of bolts safely . . .
ANAKIN	All because of your training, Master. You deserve all those speeches of your greatness.
OBI-WAN	. . . the endless speeches . . . Anakin, let's be fair. Today, you are the hero and you deserve your glorious day with the politicians.
ANAKIN	All right. But you owe me . . . and not for saving your skin for the tenth time . . .
BAIL ORGANA	Skywalker, the Republic cannot praise you enough.
ANAKIN	Thank you, Senator Organa. The kidnapping was a bold move by the Separatists, but it was a mistake that Obi-Wan and I were able to take advantage of.
===	===
BAIL ORGANA	The end of Count Dooku will surely bring an end to this war, and an end to the Chancellor's draconian security measures.
ANAKIN	I wish that were so, but the fighting is going to continue until General Grievous is spare parts . . . The Chancellor is very clear about that.
BAIL ORGANA	I'll do everything I can with the Senate.
ANAKIN	Excuse me.
PADME	Oh, Anakin! Thank goodness, you're back.
ANAKIN	I missed you, Padme. I've missed you so.
PADME	There were whispers . . . that you'd been killed. I've been living with unbearable dread.
ANAKIN	I'm back, I'm all right. It feels like we've been apart for a lifetime. And it might have been ... If the Chancellor hadn't been kidnapped. I don't think they would have ever brought us back from the Outer Rim sieges.
PADME	Wait, not here . . .
ANAKIN	Yes, here! I'm tired of all this deception. I don't care if they know we're married.
PADME	Anakin, don't say things like that. You're important to the Republic ... to ending this war. I love you more than anything, but I won't let you give up your life as a Jedi for me . . .
ANAKIN	I've given my life to the Jedi order, but I'd only give up my life, for you.
PADME	I wouldn't like that. I wouldn't like that one bit. Patience, my handsome Jedi . . . Come to me later.
ANAKIN	Are you all right? You're trembling. What's going on?
PADME	I'm just excited to see you.
ANAKIN	That's not it. I sense more . . . what is it?
PADME	Nothing . . . nothing . . .
ANAKIN	You're frightened.  Tell me what's going on!
PADME	You've been gone five months . . . it's been very hard for me. I've never felt so alone. There's . . .
ANAKIN	. . . Is there someone else?
PADME	No! Why do you think that? Your jealousy upsets me so much, Anakin. I do nothing to betray you, yet you still don't trust me. Nothing has changed.
ANAKIN	I'm afraid of losing you, Padme . . . that's all.
PADME	I will never stop loving you, Anakin. My only fear is losing you.
ANAKIN	It's just that I've never seen you like this . . .
PADME	Something wonderful has happened. I'm . . . Annie, I'm pregnant.
ANAKIN	That's . . . that's wonderful.
PADME	What are we going to do?
ANAKIN	We're not going to worry about anything right now, all right? This is a happy moment. The happiest moment of my life.
===	===
PADME	Annie, I want to have our baby back home on Naboo. We could go to the lake country where no one would know . . . where we would be safe. I could go early-and fix up the baby's room. I know the perfect spot, right by the gardens.
ANAKIN	You are so beautiful!
PADME	It's only because I'm so in love . . .
ANAKIN	No, it's because I'm so in love with you.
PADME	So love has blinded you?
ANAKIN	Well, that's not exactly what I meant . . .
PADME	But it's probably true!
ANAKIN	I haven't laughed in so long . . .
===	===
PADME	What's bothering you?
ANAKIN	Nothing . . . I remember when I gave this to you.
PADME	Anakin, how long is it going to take for us to be honest with each other?
ANAKIN	It was a dream.
PADME	Bad?
ANAKIN	Like the ones I used to have about my mother just before she died.
PADME	And?
ANAKIN	It was about you.
PADME	Tell me.
ANAKIN	It was only a dream. You die in childbirth . . .
PADME	And the baby?
ANAKIN	I don't know.
PADME	It was only a dream.
ANAKIN	. . . I won't let this one become real, Padme.
PADME	Anakin, this baby will change our lives. I doubt the Queen will continue to allow me to serve in the Senate, and if the Council discovers you are the father, you will be expelled from the Jedi Order.
ANAKIN	I know °≠.
PADME	Anakin, do you think Obi-Wan might be able to help us?
ANAKIN	Have you told him anything?
PADME	No, but he's your mentor, your best friend . . . he must suspect something.
ANAKIN	He's been a father to me, but he's still on the Council. Don't tell him anything!
PADME	I won't, Anakin.
ANAKIN	I don't need his help . . . Our baby is a blessing, not a problem.
===	===
YODA	Premonitions . . . premonitions . . . Hmmmm . . . these visions you have . . .
ANAKIN	They are of pain, suffering, death . . .
YODA	Yourself you speak of, or someone you know?
ANAKIN	Someone . . .
YODA	. . . close to you?
ANAKIN	Yes.
YODA	Careful you must be when sensing the future, Anakin. The fear of loss is a path to the dark side.
ANAKIN	I won't let these visions come true, Master Yoda.
YODA	Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them, do not. Miss them, do not. Attachment leads to jealousy. The shadow of greed, that is.
ANAKIN	What must I do, Master Yoda?
===	===
OBI-WAN	You missed the report on the Outer Rim sieges.
ANAKIN	I'm sorry, I was held up. I have no excuse.
OBI-WAN	In short, they are going very well. Saleucami has fallen, and Master Vos has moved his troops to Boz Pity.
ANAKIN	What's wrong then?
OBI-WAN	The Senate is expected to vote more executive powers to the Chancellor today.
ANAKIN	Well, that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.
OBI-WAN	Anakin, be careful of your friend Palpatine.
ANAKIN	Be careful of what?
OBI-WAN	He has requested your presence.
ANAKIN	What for?
OBI-WAN	He would not say.
ANAKIN	He didn't inform the Jedi Council? That's unusual, isn't it?
OBI-WAN	All of this is unusual, and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.
ANAKIN	I know the Council has grown wary of the Chancellor's power, mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?
===	===
DARTH SIDIOUS	Anakin, this afternoon the Senate is going to call on me to take direct control of the Jedi Council.
ANAKIN	The Jedi will no longer report to the Senate?
DARTH SIDIOUS	They will report to me . . . personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.
ANAKIN	I agree, but the Jedi Council may not see it that way.
DARTH SIDIOUS	There are times when we must all endure adjustments to the constitution in the name of security.
ANAKIN	With all due respect, sir, the Council is in no mood for more constitutional amendments.
DARTH SIDIOUS	Thank you, my friend, but in this case I have no choice . . . this war must be won.
ANAKIN	Everyone will agree on that.
DARTH SIDIOUS	Anakin, I've known you since you were a small boy. I have advised you over the years when I could ... I am very proud of your accomplishments. You have won many battles the Jedi Council thought were lost . . . and you saved my life. I hope you trust me, Anakin.
ANAKIN	Of course.
DARTH SIDIOUS	I need your help, son.
ANAKIN	What do you mean?
DARTH SIDIOUS	I fear the Jedi. The Council keeps pushing for more control. They're shrouded in secrecy and obsessed with maintaining their autonomy . . . ideals. I find simply incomprehensible in a democracy.
ANAKIN	I can assure you that the Jedi are dedicated to the values of the Republic, sir.
DARTH SIDIOUS	Nevertheless, their actions will speak more loudly than their words. I'm depending on you.
ANAKIN	For what? I don't understand.
DARTH SIDIOUS	To be the eyes, ears, and voice of the Republic . . . Anakin . . . I'm appointing you to be my personal representative on the Jedi Council.
ANAKIN	Me? A Master? I am overwhelmed, sir, but the Council elects its own members. They will never accept this.
===	===
MACE	Anakin Skywalker, we have approved your appointment to the Council as the Chancellor's personal representative.
ANAKIN	I will do my best to uphold the principles of the Jedi Order.
YODA	Allow this appointment lightly, the Council does not. Disturbing is this move by Chancellor Palpatine.
ANAKIN	I understand.
MACE	You are on this Council, but we do not grant you the rank of Master.
ANAKIN	What? ! How can you do this?? This is outrageous, it's unfair . . . I'm more powerful than any of you. How can you be on the Council and not be a Master?
MACE	Take a seat, young Skywalker.
ANAKIN	Forgive me, Master.
OBI-WAN	He's right, that is a system we cannot afford to lose. It's the main navigation route for the southwestern quadrant.
ANAKIN	I know that system well. It would take us little time to drive the droids off that planet.
===	===
OBI-WAN	Calm down, Anakin. You have been given a great honor. To be on the Council at your age . . . It's never happened before. Listen to me, Anakin. The fact of the matter is you're too close to the Chancellor. The Council doesn't like it when he interferes in Jedi affairs.
ANAKIN	I swear to you, I didn't ask to be put on the Council . . .
OBI-WAN	But it's what you wanted! Your friendship with Chancellor Palpatine seems to have paid off.
ANAKIN	That has nothing to do with this.
OBI-WAN	Anakin, regardless of how it happened, you find yourself in a delicate situation.
ANAKIN	You mean divided loyalties.
OBI-WAN	I warned you there was tension between the Council and the Chancellor. I was very clear. Why didn't you listen? You walked right into it.
ANAKIN	The Council is upset I'm the youngest to ever serve.
OBI-WAN	No, it is not. Anakin, I worry when you speak of jealousy and pride. Those are not Jedi thoughts. They're dangerous, dark thoughts.
ANAKIN	Master, you of all people should have confidence in my abilities. I know where my loyalties lie.
OBI-WAN	I hope so . . .
ANAKIN	I sense there's more to this talk than you're saying.
OBI-WAN	Anakin, the only reason the Council has approved your appointment is because the Chancellor trusts you.
ANAKIN	And?
OBI-WAN	Anakin, look, I am on your side. I didn't want to see you put in this situation.
ANAKIN	What situation?
OBI-WAN	The Council wants you to report on all of the Chancellor's dealings. They want to know what he's up to.
ANAKIN	They want me to spy on the Chancellor? That's treason!
OBI-WAN	We are at war, Anakin. The Jedi Council is sworn to uphold the principles of the Republic, even if the Chancellor does not.
ANAKIN	Why didn't the Council give me this assignment when we were in session?
OBI-WAN	This assignment is not to be on record. The Council asked me to approach you on this personally.
ANAKIN	The Chancellor is not a bad man, Obi-Wan. He befriended me. He's watched out for me ever since I arrived here.
OBI-WAN	That is why you must help us, Anakin. Our allegiance is to the Senate, not to its leader who has managed to stay in office long after his term has expired.
ANAKIN	Master, the Senate demanded that he stay longer.
OBI-WAN	Yes, but use your feelings, Anakin. Something is out of place.
ANAKIN	You're asking me to do something against the Jedi Code. Against the Republic. Against a mentor . . . and a friend. That's what's out of place here. Why are you asking this of me?
===	===
PADME	Yes, make sure all the security droids are working. Thank you, Threepio.
ANAKIN	Beautiful, isn't it?
PADME	You startled me.
ANAKIN	How are you feeling?
PADME	He keeps kicking.
ANAKIN	He?! Why do you think it's a boy?
PADME	My motherly intuition.
ANAKIN	Whoa! With a kick that strong, it's got to be a girl.
PADME	I heard about your appointment. Anakin. I'm so proud of you.
ANAKIN	I may be on the Council, but . . . they refused to accept me as a Jedi Master.
PADME	Patience. In time, they will recognize your skills.
ANAKIN	They still treat me as if I were a Padawan learner. . . they fear my power, that's the problem.
PADME	Anakin . . .
ANAKIN	Sometimes, I wonder what's happening to the Jedi Order . . . I think this war is destroying the principles of the Republic.
PADME	Have you ever considered that we may be on the wrong side?
ANAKIN	What do you mean?
PADME	What if the democracy we thought we were serving no longer exists, and the Republic has become the very evil we have been fighting to destroy?
ANAKIN	I don't believe that. And you're sounding like a Separatist!
PADME	Anakin, this war represents a failure to listen . . . Now, you're closer to the Chancellor than anyone. Please, please ask him to stop the fighting and let diplomacy resume.
ANAKIN	Don't ask me to do that, Padme. Make a motion in the Senate, where that kind of a request belongs. I'm not your errand boy. I'm not anyone's errand boy!
PADME	What is it?
ANAKIN	Nothing.
PADME	Don't do this . . . don't shut me out. Let me help you.
ANAKIN	You can't help me . . . I'm trying to help you. I sense . . . there are things you are not telling me.
===	===
DARTH SIDIOUS	Yes, Anakin! Come closer. I have good news. Our Clone Intelligence Units have discovered the location of General Grievous. He is hiding in the Utapau system.
ANAKIN	At last, we'll be able to capture that monster and end this war.
DARTH SIDIOUS	I would worry about the collective wisdom of the Council if they didn't select you for this assignment. You are the best choice by far °≠ but, they can't always be trusted to do the right thing.
ANAKIN	They try.
DARTH SIDIOUS	Sit down,  Leave us. Anakin, you know I'm not able to rely on the Jedi Council. If they haven't included you in their plot, they soon will.
ANAKIN	I'm not sure I understand.
DARTH SIDIOUS	You must sense what I have come to suspect . . . the Jedi Council want control of the Republic . . . they're planning to betray me.
ANAKIN	I don't think . . .
DARTH SIDIOUS	Anakin, search your feelings. You know, don't you?
ANAKIN	I know they don't trust you . . .
DARTH SIDIOUS	Or the Senate . . . or the Republic . . . or democracy for that matter.
ANAKIN	I have to admit my trust in them has been shaken.
DARTH SIDIOUS	Why? They asked you to do something that made you feel dishonest, didn't they? They asked you to spy on me, didn't they?
ANAKIN	I don't know ... I don't know what to say.
DARTH SIDIOUS	"Remember back to your early teachings. Anakin. ""All those who gain power are afraid to lose it."" Even the Jedi."
ANAKIN	The Jedi use their power for good.
DARTH SIDIOUS	Good is a point of view, Anakin. And the Jedi point of view is not the only valid one. The Dark Lords of the Sith believe in security and justice also, yet they are considered by the Jedi to be. . .
ANAKIN	. . . evil.
DARTH SIDIOUS	. . . from a Jedi's point of view. The Sith and the Jedi are similar in almost every way, including their quest for greater power. The difference between the two is the Sith are not afraid of the dark side of the Force. That is why they are more powerful.
ANAKIN	The Sith rely on their passion for their strength. They think inward, only about themselves.
DARTH SIDIOUS	And the Jedi don't?
ANAKIN	The Jedi are selfless . . . they only care about others.
DARTH SIDIOUS	Or so you've been trained to believe. Why is it, then, that they have asked you to do something you feel is wrong?
ANAKIN	I'm not sure it's wrong.
DARTH SIDIOUS	"Have they asked you to betray the Jedi code? The Constitution? A friendship? Your own values? Think. Consider their motives. Keep your mind clear of assumptions. The fear of losing power is a weakness of both the Jedi and the Sith. Did you ever hear the tragedy of Darth Plagueis ""the wise""?"
ANAKIN	No.
DARTH SIDIOUS	I thought not. It's not a story the Jedi would tell you. It's a Sith legend. Darth Plagueis was a Dark Lord of the Sith, so powerful and so wise he could use the Force to influence the midi-chlorians to create life ... He had such a knowledge of the dark side that he could even keep the ones he cared about from dying.
ANAKIN	He could actually save people from death?
DARTH SIDIOUS	The dark side of the Force is a pathway to many abilities some consider to be unnatural.
ANAKIN	What happened to him?
DARTH SIDIOUS	He became so powerful . . . the only thing he was afraid of was losing his power, which eventually, of course, he did. Unfortunately, he taught his apprentice everything he knew, then his apprentice killed him in his sleep.  Plagueis never saw it coming. It's ironic he could save others from death, but not himself.
ANAKIN	Is it possible to learn this power?
===	===
MACE	How could the Chancellor have come by this information and we know nothing about it? We have had contact with Baron Papanoida and he said no one was there.
ANAKIN	A partial message was intercepted in a diplomatic packet from the Chairman of Utapau.
OBI-WAN	Does everyone agree?
ANAKIN	The Chancellor has requested that I lead the campaign.
MACE	Given our resources, I recommend we send only one Jedi . . . Master Kenobi.
ANAKIN	He was not so successful the last time he met Grievous. No offense, my Master, but I'm only stating a fact.
===	===
OBI-WAN	Oh, I agree. However it may turn out just to be a wild bantha chase.
ANAKIN	Master! Master, I've disappointed you. I have not been very appreciative of your training . . . I have been arrogant and I apologize . . . I've just been so frustrated with the Council. Your friendship means everything to me.
OBI-WAN	You are strong and wise, Anakin, and I am very proud of you. I have trained you since you were a small boy. I have taught you everything I know. And you have become a far greater Jedi than I could ever hope to be, and you have saved my life more times than I can remember. But be patient, Anakin. It won't be long before the Council makes you a Jedi Master. Don't worry. I have enough clones with me to take three systems the size of Utapau. I think I'll be able to handle the situation . . . even without your help.
ANAKIN	Well, there's always a first time. Obi-Wan, may the Force be with you.
===	===
DARTH SIDIOUS	Well, Anakin, did you see your friend off?
ANAKIN	He will soon have Grievous's head.
DARTH SIDIOUS	We can only hope the Council didn't make a mistake.
ANAKIN	The Council was very sure in its decision.
===	===
JAR JAR	Helloo Annie. Good en to see yousa . . .
ANAKIN	Hi, Jar Jar.
DARTH SIDIOUS	There are rumors in the Senate about Master Kenobi. Many believe he is not fit for this assignment.
ANAKIN	Not fit? Why would anyone think that?
DARTH SIDIOUS	They say his mind has become fogged by the influence of a certain female Senator.
ANAKIN	That's ridiculous. Who?!?
DARTH SIDIOUS	No one knows who she is ... only that she is a Senator.
ANAKIN	That's impossible. I would know.
===	===
PADME	He came by this morning.
ANAKIN	What did he want?
PADME	He's worried about you.
ANAKIN	You told him about us, didn't you?
PADME	He's your best friend, Anakin. He says you're under a lot of stress.
ANAKIN	And he's not?
PADME	You have been moody lately.
ANAKIN	I'm not moody . . .
PADME	Anakin! Don't do this again.
ANAKIN	I don't know ... I feel . . . lost.
PADME	Lost? What do you mean? You're always so sure of yourself. I don't understand.
ANAKIN	Obi-Wan and the Council don't trust me.
PADME	They trust you with their lives. Obi-Wan loves you as a son.
ANAKIN	Something's happening . . . I'm not the Jedi I should be. I am one of the most powerful Jedi, but I'm not satisfied ... I want more, and I know I shouldn't.
PADME	You expect too much of yourself.
ANAKIN	I have found a way to save you.
PADME	Save me?
ANAKIN	From my nightmares.
PADME	Is that what's bothering you?
ANAKIN	I won't lose you, Padme.
PADME	I'm not going to die in childbirth, Annie. I promise you.
ANAKIN	No, I promise you! I am becoming so powerful with my new knowledge of the Force, I will be able to keep you from dying.
===	===
DARTH SIDIOUS	I thank you for bringing this to my attention, Senator. Their sincerity is to be admired, although I sense there is more to their request than they are telling us.
ANAKIN	What do you mean?
DARTH SIDIOUS	They are not to be trusted.
ANAKIN	Surely Senator Amidala can be trusted . . .
DARTH SIDIOUS	These are unstable times for the Republic, Anakin. Some see instability as an opportunity. Senator Amidala is hiding something. I can see it in her eyes.
ANAKIN	I'm sure you're mistaken.
DARTH SIDIOUS	I'm surprised your Jedi insights are not more sensitive to such things.
ANAKIN	I simply don't sense betrayal in Senator Amidala.
===	===
MACE WINDU	Thank you, Commander. Anakin, deliver this report to the Chancellor. His reaction will give us a clue to his
ANAKIN	Yes, Master.
===	===
DARTH SIDIOUS	We can only hope that Master Kenobi is up to the challenge.
ANAKIN	I should be there with him.
DARTH SIDIOUS	It is upsetting to me to see that the Council doesn't seem to fully appreciate your talents. Don't you wonder why they won't make you a Jedi Master?
ANAKIN	I wish I knew. More and more I get the feeling that I am being excluded from the Council. I know there are things about the Force that they are not telling me.
DARTH SIDIOUS	They don't trust you, Anakin. They see your future. They know your power will be too strong to control. Anakin, you must break through the fog of lies the Jedi have created around you. Let me help you to know the subtleties of the Force.
ANAKIN	How do you know the ways of the Force?
DARTH SIDIOUS	My mentor taught me everything about the Force . . . even the nature of the dark side.
ANAKIN	You know the dark side?!?
DARTH SIDIOUS	Anakin, if one is to understand the great mystery, one must study all its aspects, not just the dogmatic, narrow view of the Jedi. If you wish to become a complete and wise leader, you must embrace a larger view of the Force. Be careful of the Jedi, Anakin.  They fear you. In time they will destroy you. Let me train you.
ANAKIN	I won't be a pawn in your political game. The Jedi are my family.
DARTH SIDIOUS	Only through me can you achieve a power greater than any Jedi. Learn to know the dark side of the Force, Anakin, and you will be able to save your wife from certain death.
ANAKIN	What did you say?
DARTH SIDIOUS	Use my knowledge, I beg you . . .
ANAKIN	You're a Sith Lord!
DARTH SIDIOUS	I know what has been troubling you . . . Listen to me. Don't continue to be a pawn of the Jedi Council! Ever since I've known you, you've been searching for a life greater than that of an ordinary Jedi . . . a life of significance, of conscience.
ANAKIN	You're wrong!
DARTH SIDIOUS	Are you going to kill me?
ANAKIN	I would certainly like to.
DARTH SIDIOUS	I know you would. I can feel your anger. It gives you focus, makes you stronger.
ANAKIN	I am going to turn you over to the Jedi Council.
DARTH SIDIOUS	Of course you should. But you're not sure of their intentions, are you? What if I am right and they are plotting to take over the Republic?
ANAKIN	I will quickly discover the truth of all this.
===	===
MACE WINDU	What is it, Skywalker? We are in a hurry. We have just received word that Obi-Wan has destroyed General Grievous. We are on our way to make sure the Chancellor returns emergency powers back to the Senate.
ANAKIN	He won't give up his power. I've just learned a terrible truth. I think Chancellor Palpatine is a Sith Lord.
MACE WINDU	A Sith Lord?
ANAKIN	Yes. The one we have been looking for.
MACE WINDU	How do you know this?
ANAKIN	He knows the ways of the Force. He has been trained to use the dark side.
MACE WINDU	Are you sure?
ANAKIN	Absolutely.
MACE WINDU	Then our worst fears have been realized. We must move quickly if the Jedi Order is to survive.
ANAKIN	Master, the Chancellor is very powerful. You will need my help if you are going to arrest him.
